accuracy,loss,val_accuracy,val_loss
0.48541998863220215,1.4252020120620728,0.5813999772071838,1.167630910873413
0.6284800171852112,1.0501354932785034,0.6514999866485596,0.9935270547866821
0.6928200125694275,0.8790045380592346,0.6966000199317932,0.8720239400863647
0.7326200008392334,0.7638561129570007,0.7060999870300293,0.8707121014595032
0.7634400129318237,0.6718423962593079,0.718999981880188,0.8349878787994385
0.7907000184059143,0.5917580127716064,0.707099974155426,0.8907490372657776
0.8151599764823914,0.5234565734863281,0.7232999801635742,0.8562639355659485
0.83788001537323,0.45332813262939453,0.7226999998092651,0.9055180549621582
0.8591799736022949,0.3945874869823456,0.72079998254776,0.9120123982429504
0.8801800012588501,0.34167253971099854,0.7164999842643738,1.0023735761642456
