accuracy,loss,val_accuracy,val_loss
0.4062199890613556,1.624769687652588,0.541100025177002,1.2866737842559814
0.5480599999427795,1.2649768590927124,0.626800000667572,1.0305424928665161
0.6042799949645996,1.1205730438232422,0.6764000058174133,0.9188038110733032
0.6393600106239319,1.0321682691574097,0.6952000260353088,0.8752804398536682
0.660539984703064,0.9674528241157532,0.6948000192642212,0.8809528350830078
0.6779599785804749,0.9292171001434326,0.7199000120162964,0.7973178625106812
0.6886399984359741,0.8895325660705566,0.7279000282287598,0.7898386716842651
0.6993600130081177,0.8631501793861389,0.7379999756813049,0.7574502825737
0.7116600275039673,0.8372361063957214,0.7473999857902527,0.738455057144165
0.7192000150680542,0.8157017827033997,0.7318999767303467,0.7610142230987549
