accuracy,loss,val_accuracy,val_loss
0.40573999285697937,1.6192463636398315,0.5408999919891357,1.2674386501312256
0.5486999750137329,1.2621055841445923,0.6035000085830688,1.1480752229690552
0.6061199903488159,1.1185705661773682,0.6651999950408936,0.9599933624267578
0.6392199993133545,1.0242763757705688,0.7002999782562256,0.8756542205810547
0.6607599854469299,0.9676627516746521,0.7020000219345093,0.8592813611030579
0.6756200194358826,0.9301793575286865,0.6877999901771545,0.9371039867401123
0.6900399923324585,0.8907723426818848,0.7092000246047974,0.8320181369781494
0.7019199728965759,0.8651279807090759,0.7135000228881836,0.8305609226226807
0.7094399929046631,0.837474524974823,0.7293999791145325,0.7870489954948425
0.7134799957275391,0.8261191248893738,0.7314000129699707,0.8026300668716431
