accuracy,loss,val_accuracy,val_loss
0.41754722595214844,1.5887527465820312,0.5724999904632568,1.1859232187271118
0.46875,1.387525200843811,0.5625,1.2108206748962402
0.5591378211975098,1.2454673051834106,0.6189000010490417,1.0845866203308105
0.65625,1.1100631952285767,0.6266000270843506,1.0568753480911255
0.6116114258766174,1.10573410987854,0.6553999781608582,0.9880663156509399
0.6875,0.965398371219635,0.6593999862670898,0.9783257842063904
0.6417307257652283,1.0300089120864868,0.6945000290870667,0.8664778470993042
0.71875,0.8798795938491821,0.6958000063896179,0.8631344437599182
0.6624439358711243,0.9675771594047546,0.7075999975204468,0.8460846543312073
0.625,1.116811752319336,0.7081000208854675,0.8480639457702637
