accuracy,loss,val_accuracy,val_loss
0.09729113429784775,2.3031933307647705,0.10000000149011612,2.30267333984375
0.09723111242055893,2.3028676509857178,0.10000000149011612,2.3026809692382812
0.09871158748865128,2.303046226501465,0.10000000149011612,2.3026976585388184
0.0962107852101326,2.3028547763824463,0.10000000149011612,2.3026282787323
0.09861155599355698,2.3028299808502197,0.10000000149011612,2.302664279937744
0.1006322056055069,2.3027760982513428,0.10000000149011612,2.3026669025421143
0.09739116579294205,2.3027937412261963,0.10000000149011612,2.302621364593506
0.09853152930736542,2.3027751445770264,0.10000000149011612,2.3026297092437744
0.09671095013618469,2.3027985095977783,0.10000000149011612,2.3026251792907715
0.09815140813589096,2.302767276763916,0.10000000149011612,2.3026657104492188
