accuracy,loss,val_accuracy,val_loss
0.40652015805244446,1.6178146600723267,0.5622000098228455,1.214314341545105
0.625,1.2005059719085693,0.5654000043869019,1.2034461498260498
0.5495717525482178,1.257948875427246,0.6467000246047974,0.9996322393417358
0.46875,1.5702381134033203,0.652899980545044,0.9897556900978088
0.6120116710662842,1.1075103282928467,0.6802999973297119,0.9151793718338013
0.65625,0.9193239808082581,0.6729000210762024,0.9406042098999023
0.6421109437942505,1.0178669691085815,0.6894000172615051,0.8737974762916565
0.625,0.8769431114196777,0.6869999766349792,0.8833222389221191
0.6642651557922363,0.9649378061294556,0.6984000205993652,0.8563928604125977
0.625,1.0843286514282227,0.6800000071525574,0.9044452905654907
