accuracy,loss,val_accuracy,val_loss
0.39660000801086426,1.642890214920044,0.5540000200271606,1.2247576713562012
0.5357999801635742,1.2998576164245605,0.590499997138977,1.1556626558303833
0.5936999917030334,1.1465004682540894,0.6592000126838684,0.9629640579223633
0.631820023059845,1.0478119850158691,0.6880999803543091,0.8957452178001404
0.6561200022697449,0.98665851354599,0.713100016117096,0.824658215045929
0.6722000241279602,0.9443651437759399,0.7062000036239624,0.8451606631278992
0.6833000183105469,0.9076799154281616,0.7250999808311462,0.8160930275917053
0.6922799944877625,0.8857459425926208,0.7448999881744385,0.7513123154640198
0.7038000226020813,0.8567854166030884,0.6996999979019165,0.901949405670166
0.7120599746704102,0.8294436931610107,0.7427999973297119,0.7507390975952148
